year_month,survey_organization,approve_percent,disapprove_percent
2009-01,Generated Data,83.7,14.3
2009-01,Generated Data,67.7,20.3
2009-01,Generated Data,77.2,17.8
2009-01,Generated Data,70.1,18.9
2009-01,Generated Data,72.5,22.5
2009-01,Generated Data,60.1,28.9
2009-01,Generated Data,68.5,14.5
2009-01,Generated Data,64.7,5.8
2009-01,Generated Data,63,22
2009-01,Generated Data,74.9,13.1
2009-01,Generated Data,66.5,25.5
2009-01,Generated Data,75.8,22.2
2009-01,Generated Data,67.8,21.2
2009-01,Generated Data,80,12
2009-01,Generated Data,70,18
2009-01,Generated Data,73.2,11.8
2009-01,Generated Data,74.5,14.5
2009-01,Generated Data,69.8,22.2
2009-01,Generated Data,72.6,22.4
2009-01,Generated Data,58,12.5
2009-01,Generated Data,80.7,17.3
2009-01,Generated Data,60.8,31.2
2009-01,Generated Data,51.5,36
2009-01,Generated Data,63.5,34.5
2009-01,Generated Data,41.6,29.4
2009-01,Generated Data,60.2,10.3
2009-01,Generated Data,70.9,9.6
2009-01,Generated Data,76.7,12.3
2009-01,Generated Data,50.4,37.1
2009-01,Generated Data,62.6,26.4
2009-01,Generated Data,68.6,20.4
2009-01,Generated Data,58.3,30.7
2009-01,USA Today/Gallup,73.5,18.5
2009-01,Generated Data,60.2,22.8
2009-01,Generated Data,68.3,19.7
2009-01,Generated Data,61.5,9
2009-01,Generated Data,65.8,32.2
2009-01,Generated Data,57.6,29.9
2009-01,Generated Data,78.7,13.3
2009-01,Generated Data,57,26
2009-01,Generated Data,63.3,25.7
2009-01,Generated Data,63.4,21.6
2009-01,Generated Data,66.7,31.3
2009-01,Generated Data,60.9,9.6
2009-01,Generated Data,58.3,30.7
2009-01,Generated Data,78.2,16.8
2009-01,Generated Data,52.3,18.7
2009-01,Generated Data,62.7,24.8
2009-01,Generated Data,62.7,17.8
2009-01,Generated Data,58.6,30.4
2009-01,Generated Data,73.7,18.3
2009-01,Generated Data,84.1,10.9
2009-01,Generated Data,44.8,26.2
2009-01,Generated Data,70.2,10.3
2009-01,Generated Data,71.7,13.3
2009-01,Generated Data,65.1,15.4
2009-01,Generated Data,64.8,5.7
2009-01,Generated Data,61.3,9.2
2009-01,Generated Data,73,15
2009-01,Generated Data,71,9.5
2009-01,Generated Data,62.2,20.8
2009-01,Generated Data,66.2,16.8
2009-01,Generated Data,74.2,13.8
2009-01,Generated Data,76.7,12.3
2009-01,Generated Data,61.8,21.2
2009-01,Generated Data,71.1,20.9
2009-01,Generated Data,55.8,33.2
2009-01,Generated Data,52.9,36.1
2009-01,Generated Data,70.4,18.6
2009-01,Generated Data,79.9,18.1
2009-01,Generated Data,49.6,37.9
2009-01,Generated Data,54.9,32.6
2009-01,Generated Data,88.6,6.4
2009-01,Diageo/Hotline,64,6.5
2009-01,Generated Data,52.7,34.8
2009-01,Generated Data,72.7,16.3
2009-01,Generated Data,57.3,25.7
2009-01,Generated Data,72.3,15.7
2009-01,Generated Data,74.7,14.3
2009-01,Generated Data,51,20
2009-01,Generated Data,63.1,24.4
2009-01,Generated Data,73.6,15.4
2009-01,Generated Data,60,10.5
2009-01,Generated Data,68.9,16.1
2009-01,Generated Data,66.4,21.6
2009-01,Generated Data,74.7,13.3
2009-01,Generated Data,80.7,8.3
2009-01,Generated Data,88.8,9.2
2009-01,Generated Data,63.7,19.3
2009-01,Generated Data,79.8,15.2
2009-01,Generated Data,73.9,15.1
2009-01,Pew,70,18
2009-01,Generated Data,74.6,23.4
2009-01,Generated Data,79.6,15.4
2009-01,Generated Data,58.5,12.5
2009-01,Generated Data,85.2,3.8
2009-01,Generated Data,61.9,36.1
2009-01,Generated Data,80.2,17.8
2009-01,Generated Data,61.3,26.2
2009-01,Generated Data,68.6,23.4
2009-01,Generated Data,81.7,13.3
2009-01,Generated Data,55.8,24.7
2009-01,Generated Data,49.1,38.4
2009-01,Generated Data,69.2,15.8
2009-01,Generated Data,73.6,18.4
2009-01,Generated Data,53.1,34.4
2009-01,Generated Data,63.6,34.4
2009-01,Generated Data,69.6,13.4
2009-01,Generated Data,56.5,31
2009-01,Generated Data,73.2,-2.7
2009-01,Generated Data,46.5,24.5
2009-01,Generated Data,58.9,39.1
2009-01,Generated Data,61.1,26.4
2009-01,Generated Data,67.6,15.4
2009-01,Generated Data,88.7,9.3
2009-01,Generated Data,41.5,46
2009-01,Generated Data,61.7,27.3
2009-01,Generated Data,61.1,26.9
2009-01,Generated Data,60.9,37.1
2009-01,Generated Data,66.3,22.7
2009-01,Generated Data,66.3,22.7
2009-01,Generated Data,68.5,23.5
2009-01,Generated Data,63.8,23.7
2009-01,Generated Data,80.4,17.6
2009-01,Generated Data,62.2,8.3
2009-01,Generated Data,46.7,24.3
2009-01,Generated Data,87.4,10.6
2009-01,Generated Data,71.9,8.6
2009-01,Generated Data,48.3,22.7
2009-01,Generated Data,69.3,15.7
2009-01,Generated Data,76.5,8.5
2009-01,Generated Data,47.8,23.2
2009-01,Generated Data,66.6,22.4
2009-01,Generated Data,67,13.5
2009-01,Generated Data,64.3,18.7
2009-01,Generated Data,49.3,38.2
2009-01,Generated Data,66.6,13.9
2009-01,Generated Data,72,17
2009-01,Generated Data,79.8,9.2
2009-01,Generated Data,61.7,21.3
2009-01,Generated Data,77.8,-7.3
2009-01,Generated Data,81.4,7.6
2009-01,Generated Data,89.1,8.9
2009-01,Generated Data,67.3,20.7
2009-01,Generated Data,86.3,11.7
2009-01,Generated Data,68.8,1.7
2009-01,Generated Data,61.5,36.5
2009-01,Generated Data,62.1,26.9
2009-01,Generated Data,89.2,5.8
2009-01,Generated Data,74.1,17.9
2009-01,Generated Data,80.3,14.7
2009-01,Generated Data,41.8,29.2
2009-01,Generated Data,57.8,31.2
2009-01,Generated Data,70,25
2009-01,Generated Data,70.2,17.8
2009-01,Generated Data,71.6,13.4
2009-01,Generated Data,72.6,22.4
2009-01,Generated Data,71.4,-0.9
2009-01,Generated Data,67.8,20.2
2009-01,Generated Data,70.7,17.3
2009-01,Generated Data,55,32.5
2009-01,Generated Data,80.1,11.9
2009-01,Generated Data,75.2,19.8
2009-01,Generated Data,76.9,15.1
2009-01,Generated Data,81.2,7.8
2009-01,Generated Data,85.3,9.7
2009-01,Generated Data,79.5,12.5
2009-01,Generated Data,69.1,18.9
2009-01,Generated Data,60.4,27.1
2009-01,Generated Data,64.3,16.2
2009-01,Generated Data,80.8,14.2
2009-01,Generated Data,63.6,16.9
2009-01,Generated Data,52,35.5
2009-01,Generated Data,68.7,23.3
2009-01,Generated Data,67.6,15.4
2009-01,Generated Data,82.7,15.3
2009-01,Generated Data,68.4,16.6
2009-01,Generated Data,68.5,12
2009-01,Generated Data,61.5,9
2009-01,Generated Data,80.8,17.2
2009-01,Generated Data,57.8,31.2
2009-01,Generated Data,77,21
2009-01,Generated Data,53.8,16.7
2009-01,Generated Data,78.4,6.6
2009-01,Generated Data,61.8,18.7
2009-01,Generated Data,46.3,24.7
2009-01,Generated Data,51.3,36.2
2009-01,Generated Data,59.1,29.9
2009-01,Generated Data,61.1,19.4
2009-01,Generated Data,63.7,21.3
2009-01,Generated Data,66.4,18.6
2009-01,Generated Data,55.1,42.9
2009-01,Generated Data,83.6,11.4
2009-01,Generated Data,55.1,33.9
2009-01,Generated Data,60.6,37.4
2009-01,Generated Data,58.9,21.6
2009-01,Generated Data,61.6,21.4
2009-01,Generated Data,74.4,14.6
2009-01,Generated Data,74.5,20.5
2009-01,Generated Data,72.5,12.5
2009-01,Generated Data,88.8,9.2
2009-01,Generated Data,58,29.5
2009-01,Generated Data,77.4,14.6
2009-01,Generated Data,75,17
2009-01,Generated Data,55.2,15.3
2009-01,Generated Data,74.6,14.4
2009-01,Generated Data,64.2,24.8
2009-01,Generated Data,72.1,12.9
2009-01,Generated Data,65.4,23.6
2009-01,Zogby (Internet),55,32.5
2009-01,Generated Data,74.9,14.1
2009-01,Generated Data,71.3,13.7
2009-01,Generated Data,86.5,11.5
2009-01,Generated Data,84,11
2009-01,Generated Data,66.4,16.6
2009-01,Generated Data,81.6,13.4
2009-01,Generated Data,73.4,18.6
2009-01,Generated Data,54.8,43.2
2009-01,Generated Data,73.3,24.7
2009-01,Generated Data,65.3,32.7
2009-01,Generated Data,72.8,15.2
2009-01,Generated Data,83.5,11.5
2009-01,Generated Data,75.1,9.9
2009-01,Generated Data,69.6,0.9
2009-01,Generated Data,63.9,24.1
2009-01,Generated Data,70.8,17.2
2009-01,Generated Data,63.4,24.1
2009-01,Generated Data,77,15
2009-01,Generated Data,58.2,39.8
2009-01,Generated Data,67.8,17.2
2009-01,Generated Data,85.7,6.3
2009-01,Generated Data,63,17.5
2009-01,Generated Data,59.3,29.7
2009-01,Generated Data,56.9,14.1
2009-01,Generated Data,50.8,36.7
2009-01,Generated Data,60.1,28.9
2009-01,Generated Data,80.1,8.9
2009-01,Generated Data,56.8,13.7
2009-01,Generated Data,69.2,22.8
2009-01,Generated Data,61,26.5
2009-01,Generated Data,77.7,5.3
2009-01,Generated Data,51.8,19.2
2009-01,Generated Data,66.3,21.2
2009-01,Generated Data,65.5,26.5
2009-01,Generated Data,62.2,20.8
2009-01,Generated Data,75.2,9.8
2009-01,Generated Data,72.6,16.4
2009-01,Generated Data,50.2,20.8
2009-01,Generated Data,49.4,21.6
2009-01,Generated Data,68,20
2009-01,Generated Data,69.3,15.7
2009-01,Generated Data,69,20
2009-01,Generated Data,67,18
2009-01,Generated Data,65.4,23.6
2009-01,Generated Data,85.8,12.2
2009-01,Generated Data,69.7,13.3
2009-01,Generated Data,59.4,28.1
2009-01,Generated Data,59.6,38.4
2009-01,Generated Data,71.8,11.2
2009-01,Generated Data,54.8,32.7
2009-01,Generated Data,90.8,7.2
2009-01,Generated Data,71.1,13.9
2009-01,Generated Data,64.8,24.2
2009-01,Generated Data,83.2,11.8
2009-01,Generated Data,87.5,10.5
2009-01,Generated Data,72.3,15.7
2009-01,Generated Data,82.6,12.4
2009-01,Generated Data,90,8
2009-01,Generated Data,79,16
2009-01,Generated Data,88.5,6.5
2009-01,Generated Data,60.1,37.9
2009-01,Generated Data,67.6,17.4
2009-01,Generated Data,66,32
2009-01,Generated Data,77.9,14.1
2009-01,Generated Data,80.7,11.3
2009-01,Generated Data,69.4,28.6
2009-01,CNN,84,14
2009-01,Generated Data,66.1,22.9
2009-01,Generated Data,55.5,15.5
2009-01,Generated Data,68.3,19.7
2009-01,ABC/Post,80,15
2009-01,Generated Data,56.9,14.1
2009-01,Generated Data,69.6,0.9
2009-01,Generated Data,75.6,16.4
2009-01,Generated Data,55.5,42.5
2009-01,Generated Data,48.4,22.6
2009-01,Generated Data,83.7,14.3
2009-01,Generated Data,63.5,7
2009-01,Generated Data,71.3,9.2
2009-01,Generated Data,76.9,21.1
2009-01,Generated Data,74.9,10.1
2009-01,Generated Data,75.1,13.9
2009-01,Generated Data,61.5,27.5
2009-01,Generated Data,94,1
2009-01,Generated Data,64.2,16.3
2009-01,Generated Data,64.7,15.8
2009-01,Generated Data,69.6,15.4
2009-01,Generated Data,71.5,13.5
2009-01,Generated Data,67.1,13.4
2009-01,Generated Data,61.9,18.6
2009-01,Generated Data,66.8,21.2
2009-01,Generated Data,91.3,6.7
2009-01,Generated Data,70.3,17.7
2009-01,Generated Data,62.6,35.4
2009-01,Generated Data,61.9,18.6
2009-01,Democracy Corps (D),51,20
2009-01,Generated Data,69.1,11.4
2009-01,Generated Data,79.4,18.6
2009-01,Generated Data,74.4,10.6
2009-01,Generated Data,72.7,15.3
2009-01,Generated Data,63.6,16.9
2009-01,Generated Data,58.8,39.2
2009-01,Generated Data,71.1,20.9
2009-01,Generated Data,59.7,38.3
2009-01,Generated Data,85.8,9.2
2009-01,Generated Data,67.1,20.9
2009-01,Generated Data,70.8,17.2
2009-01,Generated Data,93.8,4.2
2009-01,Generated Data,80.9,17.1
2009-01,Generated Data,85,13
2009-01,Generated Data,54.5,33
2009-01,Generated Data,53.9,35.1
2009-01,Generated Data,59.5,11.5
2009-01,Generated Data,45.7,25.3
2009-01,Generated Data,69.2,1.3
2009-01,Generated Data,72.7,12.3
2009-01,Generated Data,54.8,34.2
2009-01,Generated Data,61.8,36.2
2009-01,Generated Data,86.7,11.3
2009-01,Generated Data,51,36.5
2009-01,Generated Data,83.5,14.5
2009-01,Generated Data,74.6,20.4
2009-01,Generated Data,65.8,23.2
2009-01,Generated Data,81.1,16.9
2009-01,Generated Data,45.6,25.4
2009-01,Generated Data,61.8,25.7
2009-01,Generated Data,70.3,12.7
2009-01,Generated Data,75.6,16.4
2009-01,Generated Data,59,39
2009-01,Generated Data,80.4,4.6
2009-01,Generated Data,76,19
2009-01,Generated Data,79.5,8.5
2009-01,Generated Data,50,21
2009-01,Generated Data,71.8,16.2
2009-01,Generated Data,76.6,15.4
2009-01,Generated Data,72.7,19.3
2009-01,Generated Data,64.9,18.1
2009-01,Generated Data,42.8,28.2
2009-01,Generated Data,72.9,16.1
2009-01,Generated Data,69.4,18.6
2009-01,Generated Data,57.5,30
2009-01,Generated Data,53.6,35.4
2009-01,Generated Data,67.3,13.2
2009-01,Generated Data,45,42.5
2009-01,Generated Data,63.7,6.8
2009-01,Generated Data,72.1,16.9
2009-01,Generated Data,50.3,20.7
2009-01,Generated Data,56.8,30.7
2009-01,Generated Data,73.9,18.1
2009-01,Generated Data,39.7,31.3
2009-01,Generated Data,63.5,19.5
2009-01,Generated Data,69.5,25.5
2009-01,Generated Data,73.6,21.4
2009-01,Generated Data,69.6,15.4
2009-01,Generated Data,52.8,18.2
2009-01,Generated Data,77.7,14.3
2009-01,Generated Data,67,3.5
2009-01,Generated Data,48.9,22.1
2009-01,Generated Data,64.9,15.6
2009-01,Generated Data,67.7,20.3
2009-01,Generated Data,78.8,6.2
2009-01,Generated Data,58.9,11.6
2009-01,Generated Data,70,0.5
2009-01,Generated Data,66.5,22.5
2009-01,Generated Data,76.1,12.9
2009-01,Generated Data,79.1,18.9
2009-01,Generated Data,59.3,21.2
2009-01,Generated Data,70.1,14.9
2009-01,Generated Data,79.2,15.8
2009-01,Generated Data,71.8,13.2
2009-01,Generated Data,68.9,20.1
2009-01,Generated Data,63.3,34.7
2009-01,Generated Data,62.2,18.3
2009-01,Generated Data,62.7,35.3
2009-01,Generated Data,72.2,22.8
2009-01,Generated Data,72.8,10.2
2009-01,Generated Data,55.3,15.7
2009-01,Generated Data,60.4,28.6
2009-01,Generated Data,74.2,17.8
2009-01,Generated Data,76.4,15.6
2009-01,Generated Data,58,31
2009-01,Generated Data,75.7,16.3
2009-01,Generated Data,53.8,35.2
2009-01,Generated Data,70.1,10.4
2009-01,Generated Data,58.4,24.6
2009-01,Generated Data,47.1,23.9
2009-01,Generated Data,56.6,14.4
2009-01,Generated Data,69.1,15.9
2009-01,Generated Data,58.1,29.9
2009-01,Generated Data,84.5,13.5
2009-01,Generated Data,69.2,15.8
2009-01,Generated Data,65.6,14.9
2009-01,Generated Data,61.4,19.1
2009-01,Generated Data,53.4,34.1
2009-01,Generated Data,55.8,14.7
2009-01,Generated Data,74.8,-4.3
2009-01,Generated Data,57.3,31.7
2009-01,Generated Data,58.8,24.2
2009-01,Generated Data,86.4,11.6
2009-01,Generated Data,60,38
2009-01,Generated Data,60.2,27.3
2009-01,Generated Data,74.9,10.1
2009-01,Generated Data,72.2,-1.7
2009-01,Generated Data,64.1,23.4
2009-01,Generated Data,60.3,10.2
2009-01,Generated Data,68.3,29.7
2009-01,Generated Data,75.8,13.2
2009-01,Generated Data,77.8,11.2
2009-01,Generated Data,44.3,43.2
2009-01,Generated Data,65.4,26.6
2009-01,Generated Data,55.6,15.4
2009-01,Generated Data,74.3,14.7
2009-01,Generated Data,76.7,8.3
2009-01,Generated Data,74.4,13.6
2009-01,Generated Data,58.3,30.7
2009-01,Generated Data,66.6,16.4
2009-01,Generated Data,53.8,17.2
2009-01,Generated Data,83,12
2009-01,Generated Data,76.4,12.6
2009-01,Generated Data,64.8,18.2
2009-01,Generated Data,74.5,17.5
2009-01,Generated Data,56.8,14.2
2009-01,Generated Data,74.5,14.5
2009-01,Generated Data,70.2,12.8
2009-01,Generated Data,76.5,15.5
2009-01,Generated Data,62.3,26.7
2009-01,Generated Data,71.6,20.4
2009-01,Generated Data,92.1,5.9
2009-01,Generated Data,89.5,8.5
2009-01,Generated Data,71.1,11.9
2009-01,Generated Data,63.6,6.9
2009-01,Generated Data,69.5,28.5
2009-01,Generated Data,51.5,46.5
2009-01,Generated Data,67.5,15.5
2009-01,Generated Data,56.9,41.1
2009-01,Generated Data,76.6,12.4
2009-01,Generated Data,70.5,17.5
2009-01,Generated Data,42.8,28.2
2009-01,Generated Data,75.7,13.3
2009-01,Generated Data,64.5,16
2009-01,Generated Data,84.6,13.4
2009-01,Generated Data,85.4,9.6
2009-01,Generated Data,79.3,8.7
2009-01,Generated Data,81.1,16.9
2009-01,Generated Data,69,14
2009-01,Generated Data,67.1,13.4
2009-01,Generated Data,77.6,10.4
2009-01,Generated Data,73.9,18.1
2009-01,Generated Data,58.4,30.6
2009-01,Generated Data,65.3,26.7
2009-01,Generated Data,64.4,20.6
2009-01,Generated Data,46.6,24.4
2009-01,Generated Data,49.9,39.1
2009-01,Generated Data,58.8,39.2
2009-01,FOX,64.5,16
2009-01,Generated Data,59.4,28.1
2009-01,Generated Data,72,20
2009-01,Generated Data,54.5,28.5
2009-01,Generated Data,78,11
2009-01,Generated Data,74.3,17.7
2009-01,Generated Data,71.4,17.6
2009-01,Generated Data,70.3,10.2
2009-01,Generated Data,66.1,31.9
2009-01,Generated Data,83.8,14.2
2009-01,Generated Data,74.8,10.2
2009-01,Generated Data,66,17
2009-01,Generated Data,63.1,17.4
2009-01,Generated Data,81.4,13.6
2009-01,Generated Data,56,42
2009-01,Generated Data,63.4,17.1
2009-01,Generated Data,68.8,14.2
2009-01,Generated Data,41.1,29.9
2009-01,Generated Data,63.3,34.7
2009-01,Generated Data,70.3,21.7
2009-01,Generated Data,69.9,13.1
2009-01,Generated Data,67.1,30.9
2009-01,Generated Data,50.9,20.1
2009-01,Generated Data,67.5,15.5
2009-01,Generated Data,69.6,28.4
2009-01,Generated Data,77.9,11.1
2009-01,Generated Data,63.3,7.2
2009-01,Generated Data,68.1,14.9
2009-01,Generated Data,62.6,35.4
2009-01,Generated Data,77,11
2009-01,Generated Data,65.1,5.4
2009-01,Generated Data,53.9,33.6
2009-01,Generated Data,77,11
2009-01,Generated Data,67.3,13.2
2009-01,Generated Data,65.4,5.1
2009-01,Generated Data,61.1,27.9
2009-01,Generated Data,57.1,40.9
2009-01,Generated Data,88.4,9.6
2009-01,Generated Data,57,23.5
2009-01,Generated Data,62,18.5
2009-01,Generated Data,73.4,15.6
2009-01,Generated Data,50.5,20.5
2009-01,Generated Data,76.6,15.4
2009-01,Generated Data,69.1,11.4
2009-01,Generated Data,68.8,1.7
2009-01,Generated Data,55.8,31.7
2009-01,Generated Data,68.8,14.2
2009-01,Generated Data,61.5,9.5
2009-01,Generated Data,70.4,18.6
2009-01,Generated Data,48.9,22.1
2009-01,Generated Data,63.2,7.3
2009-01,Generated Data,63,7.5
2009-01,Generated Data,67.3,21.7
2009-01,Generated Data,66.8,22.2
2009-01,Generated Data,69.2,11.3
2009-01,Generated Data,66.7,25.3
2009-01,Generated Data,70.7,17.3
2009-01,Generated Data,73,22
2009-01,Generated Data,70,18
2009-01,Generated Data,52.8,45.2
2009-01,Generated Data,46.8,40.7
2009-01,NBC/WSJ,71,14
2009-01,Generated Data,58.4,12.1
2009-01,Generated Data,61.9,18.6
2009-01,Generated Data,50.8,20.2
2009-01,Generated Data,66.1,22.9
2009-01,Generated Data,61.4,21.6
2009-01,Generated Data,72.7,15.3
2009-01,Generated Data,72.2,12.8
2009-01,Generated Data,69.1,19.9
2009-01,Generated Data,84.8,10.2
2009-01,Generated Data,61.3,9.2
2009-01,Generated Data,59.1,38.9
2009-01,Generated Data,57.6,40.4
2009-01,Generated Data,59,12
2009-01,Generated Data,52.6,34.9
2009-01,Generated Data,83,15
2009-01,Generated Data,74.2,8.8
2009-01,Generated Data,69.7,10.8
2009-01,Generated Data,44.8,26.2
2009-01,Generated Data,82.5,12.5
2009-01,Generated Data,66.8,3.7
2009-01,Generated Data,83.7,14.3
2009-01,Generated Data,72.3,12.7
2009-01,Generated Data,57.2,40.8
2009-01,Generated Data,64.6,23.4
2009-02,Generated Data,57,42
2009-02,Generated Data,69.1,21.9
2009-02,Generated Data,48.7,32.8
2009-02,Generated Data,50.7,32.3
2009-02,Generated Data,66.1,24.9
2009-02,Generated Data,70.1,27.4
2009-02,Generated Data,51,40
2009-02,Generated Data,57.3,15.2
2009-02,Generated Data,45.5,50.5
2009-02,Generated Data,60.7,30.3
2009-02,Generated Data,61.3,11.2
2009-02,Generated Data,80.3,17.2
2009-02,Generated Data,49.3,36.7
2009-02,Generated Data,64.3,34.7
2009-02,Generated Data,56,40
2009-02,Generated Data,51.5,31.5
2009-02,Generated Data,62.1,19.4
2009-02,Generated Data,70.5,27
2009-02,NCSC,65,18
2009-02,Generated Data,57.4,15.1
2009-02,Generated Data,66.1,29.9
2009-02,Generated Data,57.5,24.5
2009-02,Generated Data,50.3,33.2
2009-02,Generated Data,74.3,18.7
2009-02,Generated Data,62.6,20.9
2009-02,Generated Data,53.5,42.5
2009-02,Generated Data,70.3,24.7
2009-02,Generated Data,63.2,22.8
2009-02,Generated Data,61,18
2009-02,Generated Data,74.8,8.7
2009-02,Generated Data,63.9,22.1
2009-02,Generated Data,73.2,19.8
2009-02,Generated Data,59.9,23.6
2009-02,Generated Data,61.2,24.8
2009-02,Generated Data,53.1,30.4
2009-02,Generated Data,56.1,29.9
2009-02,Generated Data,60.8,35.2
2009-02,Generated Data,66.8,26.2
2009-02,Generated Data,50.9,48.1
2009-02,Generated Data,63.7,29.3
2009-02,Generated Data,45.3,50.7
2009-02,Generated Data,56.6,36.4
2009-02,Generated Data,57.7,41.3
2009-02,Generated Data,61.7,30.8
2009-02,Generated Data,60,22
2009-02,Generated Data,75.9,7.1
2009-02,Generated Data,58.1,25.4
2009-02,Generated Data,53.7,29.3
2009-02,Generated Data,58.6,27.4
2009-02,Generated Data,60.1,30.9
2009-02,Generated Data,62.9,23.1
2009-02,Generated Data,66.2,12.8
2009-02,Generated Data,58.9,32.1
2009-02,Generated Data,83.2,14.3
2009-02,Generated Data,57.1,26.4
2009-02,Generated Data,67.4,31.6
2009-02,Generated Data,57.6,24.4
2009-02,Generated Data,65.4,16.6
2009-02,Generated Data,71.5,23.5
2009-02,Generated Data,72.3,20.7
2009-02,Generated Data,69.4,16.6
2009-02,Generated Data,71.8,14.2
2009-02,Generated Data,63.8,29.2
2009-02,Generated Data,60.8,25.2
2009-02,Generated Data,64.1,8.4
2009-02,Generated Data,56.3,27.2
2009-02,Generated Data,59.5,23.5
2009-02,Generated Data,46.7,49.3
2009-02,Generated Data,55.7,27.8
2009-02,Generated Data,62.4,19.6
2009-02,Generated Data,51.1,44.9
2009-02,Generated Data,54.9,28.6
2009-02,Generated Data,62.4,19.1
2009-02,Generated Data,63.9,31.1
2009-02,Generated Data,47.4,48.6
2009-02,Generated Data,61,25
2009-02,Generated Data,60,26
2009-02,Generated Data,58.6,20.4
2009-02,Generated Data,55.9,27.6
2009-02,Generated Data,60.3,35.7
2009-02,Generated Data,74.2,11.8
2009-02,Generated Data,56.8,35.7
2009-02,Generated Data,58,14.5
2009-02,Generated Data,62.9,16.1
2009-02,Generated Data,57.3,28.7
2009-02,Generated Data,60.3,21.7
2009-02,Generated Data,67.9,11.1
2009-02,Generated Data,60.7,22.3
2009-02,Generated Data,55.1,26.4
2009-02,Generated Data,41.5,54.5
2009-02,Generated Data,68.1,29.4
2009-02,Generated Data,53.9,32.1
2009-02,Generated Data,52.9,28.6
2009-02,Generated Data,75.3,19.7
2009-02,Generated Data,59.4,39.6
2009-02,Generated Data,64.4,33.1
2009-02,Generated Data,54.8,28.2
2009-02,Generated Data,60.5,22.5
2009-02,Generated Data,69.2,21.8
2009-02,Generated Data,63.8,8.7
